Date,Stock,Open,High,Low,Close,Volume,Change Pct
2020-02-03,ADANIPORTS,364.0,370.0,355.5,367.35,2857926,1.39
2020-02-04,ADANIPORTS,370.1,376.0,366.35,372.5,3061868,1.4
2020-02-05,ADANIPORTS,372.0,372.5,361.1,366.6,3441871,-1.58
2020-02-06,ADANIPORTS,370.0,373.2,367.65,370.2,4172547,0.98
2020-02-07,ADANIPORTS,370.2,373.7,367.2,369.55,2197903,-0.18
2020-02-10,ADANIPORTS,370.05,373.45,366.15,368.25,1537598,-0.35
2020-02-11,ADANIPORTS,370.5,378.4,369.05,374.2,2836917,1.62
2020-02-12,ADANIPORTS,376.95,378.9,371.6,374.1,1873710,-0.03
2020-02-13,ADANIPORTS,374.0,374.7,367.0,369.1,1602247,-1.34
2020-02-14,ADANIPORTS,370.3,372.0,366.0,366.85,1012713,-0.61
2020-02-17,ADANIPORTS,366.85,366.85,359.4,362.8,1979626,-1.1
2020-02-18,ADANIPORTS,362.5,368.45,358.35,366.6,1693616,1.05
2020-02-19,ADANIPORTS,371.0,374.45,367.35,371.3,2057811,1.28
2020-02-20,ADANIPORTS,371.0,374.5,370.0,370.85,1799254,-0.12
2020-02-24,ADANIPORTS,367.65,371.4,361.5,362.25,2070656,-2.32
2020-02-25,ADANIPORTS,362.3,364.7,355.6,358.4,2530137,-1.06
2020-02-26,ADANIPORTS,356.9,362.5,352.9,358.4,4164401,0.0
2020-02-27,ADANIPORTS,358.7,360.75,351.5,353.7,1977795,-1.31
2020-02-28,ADANIPORTS,347.0,348.65,339.2,342.2,4299292,-3.25
2020-03-02,ADANIPORTS,346.1,351.05,338.3,340.65,2510491,-0.45
2020-03-03,ADANIPORTS,344.0,349.05,342.0,347.3,3671071,1.95
2020-03-04,ADANIPORTS,347.8,349.8,339.9,345.95,3490806,-0.39
2020-03-05,ADANIPORTS,347.3,351.9,346.5,349.15,2709900,0.92
2020-03-06,ADANIPORTS,339.8,343.2,331.25,341.4,3966036,-2.22
2020-03-09,ADANIPORTS,334.7,334.7,316.85,321.9,3230319,-5.71
2020-03-11,ADANIPORTS,322.8,326.35,316.2,320.2,5634636,-0.53
2020-03-12,ADANIPORTS,288.2,301.9,284.0,287.65,9895077,-10.17
2020-03-13,ADANIPORTS,260.0,300.7,232.0,292.75,21079070,1.77
2020-03-16,ADANIPORTS,273.0,276.85,252.0,261.4,7727956,-10.71
2020-03-17,ADANIPORTS,265.0,283.35,265.0,267.15,9691227,2.2
2020-03-18,ADANIPORTS,270.0,273.0,256.0,260.4,5581367,-2.53
2020-03-19,ADANIPORTS,248.0,264.15,241.0,258.35,8727962,-0.79
2020-03-20,ADANIPORTS,257.6,264.5,247.2,256.4,7028925,-0.75
2020-03-23,ADANIPORTS,235.0,235.8,203.0,207.8,5716818,-18.95
2020-03-24,ADANIPORTS,216.0,238.75,212.6,231.75,9694177,11.53
2020-03-25,ADANIPORTS,222.3,266.5,222.3,255.6,11745146,10.29
2020-03-26,ADANIPORTS,257.65,260.1,241.5,248.2,8701776,-2.9
2020-03-27,ADANIPORTS,259.0,259.6,244.0,251.3,4871655,1.25
2020-03-30,ADANIPORTS,248.0,254.85,237.0,251.65,8946439,0.14
2020-03-31,ADANIPORTS,255.0,259.6,247.05,251.3,6401288,-0.14
2020-04-01,ADANIPORTS,246.05,247.8,235.05,244.8,4034211,-2.59
2020-04-03,ADANIPORTS,246.0,252.8,238.9,244.8,7210453,0.0
2020-04-07,ADANIPORTS,254.2,255.85,245.6,248.1,7360798,1.35
2020-04-08,ADANIPORTS,248.0,255.85,242.75,250.85,6897883,1.11
2020-04-09,ADANIPORTS,254.0,254.6,247.45,251.9,5290672,0.42
2020-04-13,ADANIPORTS,252.0,265.5,247.5,262.85,6979354,4.35
2020-04-15,ADANIPORTS,265.0,279.4,265.0,268.9,7606729,2.3
2020-04-16,ADANIPORTS,267.0,271.3,260.3,267.6,3267294,-0.48
2020-04-17,ADANIPORTS,275.0,275.9,263.6,268.15,3470271,0.21
2020-04-20,ADANIPORTS,273.5,273.5,266.55,270.5,2234365,0.88
2020-04-21,ADANIPORTS,266.05,269.6,260.9,265.2,2562045,-1.96
2020-04-22,ADANIPORTS,260.0,273.85,258.5,271.9,3229099,2.53
2020-04-23,ADANIPORTS,273.5,279.7,268.5,277.6,3594118,2.1
2020-04-24,ADANIPORTS,273.95,276.95,269.55,270.65,2515755,-2.5
2020-04-27,ADANIPORTS,273.3,277.1,269.5,271.15,1845577,0.18
2020-04-28,ADANIPORTS,271.15,274.7,270.0,272.95,1808291,0.66
2020-04-29,ADANIPORTS,274.0,293.2,272.7,287.65,4058322,5.39
2020-04-30,ADANIPORTS,295.05,296.0,285.1,290.1,4675412,0.85
2020-05-04,ADANIPORTS,275.0,280.0,262.0,266.35,6359013,-8.19
2020-05-05,ADANIPORTS,271.7,271.7,261.1,263.1,4866839,-1.22
2020-05-06,ADANIPORTS,261.1,273.5,261.1,270.15,10547916,2.68
2020-05-07,ADANIPORTS,271.2,284.5,268.45,282.4,6505707,4.53
2020-05-08,ADANIPORTS,285.1,286.85,280.55,285.05,2594067,0.94
2020-05-11,ADANIPORTS,285.2,293.25,285.2,289.7,3204070,1.63
2020-05-12,ADANIPORTS,289.0,292.8,285.25,291.5,4602741,0.62
2020-05-13,ADANIPORTS,297.0,311.9,262.35,309.35,9560014,6.12
2020-05-14,ADANIPORTS,301.1,311.45,301.1,308.4,5684067,-0.31
2020-05-15,ADANIPORTS,309.0,312.0,305.35,309.25,3712050,0.28
2020-05-18,ADANIPORTS,306.0,307.35,291.35,293.3,3625909,-5.16
2020-05-19,ADANIPORTS,299.8,320.9,297.35,319.2,10540356,8.83
2020-05-20,ADANIPORTS,318.0,324.8,311.55,323.75,6985480,1.43
2020-05-21,ADANIPORTS,319.4,322.15,315.4,317.15,4602568,-2.04
2020-05-22,ADANIPORTS,315.0,315.0,306.55,310.6,3428549,-2.07
2020-05-26,ADANIPORTS,312.4,320.55,309.6,315.6,4031218,1.61
2020-05-27,ADANIPORTS,313.0,328.5,313.0,326.65,6352246,3.5
2020-05-28,ADANIPORTS,329.5,334.15,327.45,331.8,5655407,1.58
2020-05-29,ADANIPORTS,330.0,330.0,322.05,323.8,12299544,-2.41
2020-06-01,ADANIPORTS,326.0,336.35,326.0,329.35,2865760,1.71
2020-06-02,ADANIPORTS,330.2,341.65,325.8,339.95,4668325,3.22
2020-06-03,ADANIPORTS,344.0,344.95,336.85,339.55,5177337,-0.12
2020-06-04,ADANIPORTS,341.0,342.9,337.6,339.2,4625619,-0.1
2020-06-05,ADANIPORTS,340.1,347.15,337.2,341.15,2348630,0.57
2020-06-08,ADANIPORTS,343.1,347.65,340.95,343.3,2771175,0.63
2020-06-09,ADANIPORTS,344.5,351.35,341.3,346.05,3388265,0.8
2020-06-10,ADANIPORTS,346.05,349.75,340.4,346.55,2324983,0.14
2020-06-11,ADANIPORTS,348.0,348.0,336.8,338.65,4260956,-2.28
2020-06-12,ADANIPORTS,330.65,347.8,327.7,345.3,3022904,1.96
2020-06-15,ADANIPORTS,346.5,346.85,336.85,339.75,2474153,-1.61
2020-06-16,ADANIPORTS,347.0,347.0,335.9,340.8,2686021,0.31
2020-06-17,ADANIPORTS,341.0,346.45,337.55,341.3,2458021,0.15
2020-06-18,ADANIPORTS,340.35,345.5,335.15,343.8,2502231,0.73
2020-06-19,ADANIPORTS,344.4,354.9,341.5,348.9,6917610,1.48
2020-06-22,ADANIPORTS,350.0,353.9,346.7,349.6,2515842,0.2
2020-06-23,ADANIPORTS,350.0,357.2,346.75,355.65,2715738,1.73
2020-06-24,ADANIPORTS,355.35,360.0,349.6,351.85,2841354,-1.07
2020-06-25,ADANIPORTS,349.8,351.5,342.2,344.0,5056963,-2.23
2020-06-26,ADANIPORTS,348.0,349.0,339.6,343.2,3979519,-0.23
2020-06-29,ADANIPORTS,341.35,344.05,339.1,342.65,3263757,-0.16
2020-06-30,ADANIPORTS,344.0,349.8,342.4,343.9,2828820,0.36
2020-07-01,ADANIPORTS,345.9,347.05,341.3,343.8,1202080,-0.03
2020-07-02,ADANIPORTS,346.0,349.6,344.9,346.8,1204040,0.87
2020-07-03,ADANIPORTS,350.2,366.8,348.65,360.4,9300948,3.92
2020-07-06,ADANIPORTS,365.1,366.0,356.1,359.45,3360577,-0.26
2020-07-07,ADANIPORTS,361.0,361.0,344.25,345.95,4348443,-3.76
2020-07-08,ADANIPORTS,349.0,349.65,339.3,340.6,3988479,-1.55
2020-07-09,ADANIPORTS,341.0,346.5,340.0,343.15,3635224,0.75
2020-07-10,ADANIPORTS,341.0,342.7,332.25,334.95,3368457,-2.39
2020-07-13,ADANIPORTS,336.25,339.65,331.5,332.2,2187706,-0.82
2020-07-14,ADANIPORTS,332.7,333.5,319.7,320.4,3146962,-3.55
2020-07-15,ADANIPORTS,320.55,324.5,312.9,315.15,3905269,-1.64
2020-07-16,ADANIPORTS,317.0,317.45,309.6,311.2,3122868,-1.25
2020-07-17,ADANIPORTS,312.0,318.9,310.6,313.0,3264266,0.58
2020-07-20,ADANIPORTS,316.0,318.7,310.35,317.3,4328922,1.37
2020-07-21,ADANIPORTS,320.9,325.35,313.6,314.7,4264604,-0.82
2020-07-22,ADANIPORTS,316.2,318.65,309.1,312.0,3068805,-0.86
2020-07-23,ADANIPORTS,313.4,315.95,311.6,313.9,2831417,0.61
2020-07-24,ADANIPORTS,313.9,313.95,305.35,309.4,2457671,-1.43
2020-07-27,ADANIPORTS,309.0,310.7,298.0,309.05,5465737,-0.11
2020-07-28,ADANIPORTS,309.9,320.0,308.05,318.6,4973848,3.09
2020-07-29,ADANIPORTS,317.05,323.0,312.05,315.15,4000041,-1.08
2020-07-30,ADANIPORTS,317.85,321.75,310.1,312.5,2498355,-0.84
2020-07-31,ADANIPORTS,315.0,318.15,312.75,315.2,1945026,0.86
2020-08-03,ADANIPORTS,311.0,319.55,308.65,311.35,2408531,-1.22
2020-08-04,ADANIPORTS,313.0,317.75,311.35,314.95,3182644,1.16
2020-08-05,ADANIPORTS,316.4,328.8,313.4,327.1,8387056,3.86
2020-08-06,ADANIPORTS,330.1,330.9,321.4,323.8,3282020,-1.01
2020-08-07,ADANIPORTS,323.9,328.35,321.55,326.65,2634956,0.88
2020-08-10,ADANIPORTS,329.0,333.95,325.7,331.3,3187734,1.42
2020-08-11,ADANIPORTS,333.5,336.75,330.7,335.0,3504783,1.12
2020-08-12,ADANIPORTS,336.0,347.75,331.75,341.2,10674205,1.85
2020-08-13,ADANIPORTS,343.55,348.95,341.75,347.65,2707033,1.89
2020-08-14,ADANIPORTS,353.75,353.75,343.65,348.1,3377000,0.13
2020-08-17,ADANIPORTS,350.85,358.0,346.8,357.45,4508358,2.69
2020-08-18,ADANIPORTS,356.9,359.5,354.5,357.45,2151419,0.0
2020-08-19,ADANIPORTS,360.0,366.2,355.5,356.65,3269190,-0.22
2020-08-20,ADANIPORTS,354.95,357.1,347.95,353.6,3533916,-0.86
2020-08-21,ADANIPORTS,357.9,359.35,353.0,354.35,1342269,0.21
2020-08-24,ADANIPORTS,358.4,363.3,347.6,349.0,3489262,-1.51
2020-08-25,ADANIPORTS,351.9,352.0,341.0,346.1,3532971,-0.83
2020-08-26,ADANIPORTS,346.35,366.9,346.35,354.25,11568961,2.35
2020-08-27,ADANIPORTS,356.0,357.45,349.55,350.55,2996658,-1.04
2020-08-28,ADANIPORTS,355.0,363.0,348.5,360.05,5406554,2.71
2020-08-31,ADANIPORTS,365.0,378.35,352.0,355.75,19379274,-1.19
2020-09-01,ADANIPORTS,357.0,365.35,341.4,348.8,6726316,-1.95
2020-09-02,ADANIPORTS,352.95,363.5,344.1,359.9,5694675,3.18
2020-09-03,ADANIPORTS,363.5,368.0,359.55,366.0,4286269,1.69
2020-09-04,ADANIPORTS,363.4,363.4,351.1,353.0,7628188,-3.55
2020-09-07,ADANIPORTS,355.0,357.95,347.2,352.05,3344349,-0.27
2020-09-08,ADANIPORTS,352.7,355.95,343.55,345.6,2339457,-1.83
2020-09-09,ADANIPORTS,344.4,346.3,335.35,343.85,3413215,-0.51
2020-09-10,ADANIPORTS,346.0,348.95,336.6,341.6,3893126,-0.65
2020-09-11,ADANIPORTS,341.0,343.9,333.45,342.5,4656343,0.26
2020-09-14,ADANIPORTS,345.0,353.6,343.45,351.65,4221864,2.67
2020-09-15,ADANIPORTS,355.1,356.8,351.0,352.65,2042343,0.28
2020-09-16,ADANIPORTS,352.25,356.1,348.95,353.55,1998100,0.26
2020-09-17,ADANIPORTS,352.0,355.5,345.0,346.1,2433213,-2.11
2020-09-18,ADANIPORTS,348.7,359.8,347.1,357.85,4963128,3.39
2020-09-21,ADANIPORTS,358.0,359.0,343.95,347.85,3086223,-2.79
2020-09-22,ADANIPORTS,347.85,348.35,327.15,332.3,4670215,-4.47
2020-09-23,ADANIPORTS,332.55,335.35,320.15,324.6,4281300,-2.32
2020-09-24,ADANIPORTS,321.55,322.95,312.1,313.75,6857200,-3.34
2020-09-25,ADANIPORTS,319.0,329.7,315.6,326.15,6282538,3.95
2020-09-28,ADANIPORTS,327.8,343.2,327.8,339.55,4249775,4.11
2020-09-29,ADANIPORTS,343.4,346.4,336.9,341.0,3490719,0.43
2020-09-30,ADANIPORTS,340.55,346.55,330.0,341.75,2757175,0.22
2020-10-01,ADANIPORTS,345.5,354.9,344.5,353.3,3004005,3.38
2020-10-05,ADANIPORTS,355.9,358.0,348.45,350.35,11896462,-0.83
2020-10-06,ADANIPORTS,356.0,364.5,354.85,362.9,7483578,3.58
2020-10-07,ADANIPORTS,362.55,368.75,359.0,360.65,4024902,-0.62
2020-10-08,ADANIPORTS,359.8,362.8,356.35,359.75,3036028,-0.25
2020-10-09,ADANIPORTS,361.0,362.45,355.15,357.2,1988867,-0.71
2020-10-12,ADANIPORTS,359.1,362.85,355.05,357.65,3626399,0.13
2020-10-13,ADANIPORTS,357.65,358.65,348.4,349.9,2413111,-2.17
2020-10-14,ADANIPORTS,349.1,351.2,344.7,348.95,2363439,-0.27
2020-10-15,ADANIPORTS,350.6,353.85,341.25,342.8,2855273,-1.76
2020-10-16,ADANIPORTS,344.35,354.75,341.95,349.95,2635081,2.09
2020-10-19,ADANIPORTS,352.6,352.6,344.8,347.55,2181975,-0.69
2020-10-20,ADANIPORTS,346.7,352.3,345.65,348.95,1999765,0.4
2020-10-21,ADANIPORTS,350.25,360.15,349.55,355.35,4398526,1.83
2020-10-22,ADANIPORTS,350.55,364.05,350.15,358.35,4506437,0.84
2020-10-23,ADANIPORTS,360.0,369.0,357.65,364.35,6357073,1.67
2020-10-26,ADANIPORTS,366.0,373.9,360.35,363.7,7541567,-0.18
2020-10-27,ADANIPORTS,360.2,366.2,351.0,364.4,5869581,0.19
2020-10-28,ADANIPORTS,363.0,370.0,352.0,353.65,3863941,-2.95
2020-10-29,ADANIPORTS,350.55,350.55,341.15,342.7,3346474,-3.1
2020-10-30,ADANIPORTS,345.2,362.7,343.2,359.85,12044260,5.0
2020-11-02,ADANIPORTS,360.0,362.7,351.2,356.9,9364431,-0.82
2020-11-03,ADANIPORTS,362.0,362.65,347.2,353.65,7971473,-0.91
2020-11-04,ADANIPORTS,367.65,369.5,349.6,361.1,17940352,2.11
2020-11-05,ADANIPORTS,366.05,374.65,364.3,368.65,16920686,2.09
2020-11-06,ADANIPORTS,368.65,375.9,365.8,371.1,7290106,0.66
2020-11-09,ADANIPORTS,375.0,376.0,366.0,367.05,7038841,-1.09
2020-11-10,ADANIPORTS,370.7,374.5,364.15,366.75,6850175,-0.08
2020-11-11,ADANIPORTS,366.75,372.45,365.25,371.6,4370366,1.32
2020-11-12,ADANIPORTS,373.0,375.6,366.1,368.05,4759659,-0.96
2020-11-13,ADANIPORTS,367.5,370.4,362.7,365.5,4156320,-0.69
2020-11-17,ADANIPORTS,368.5,386.75,366.25,379.65,11192618,3.87
2020-11-18,ADANIPORTS,382.0,395.2,382.0,391.1,15514329,3.02
2020-11-19,ADANIPORTS,390.0,392.7,379.6,381.9,6894431,-2.35
2020-11-20,ADANIPORTS,381.0,382.65,373.0,375.85,5562369,-1.58
2020-11-23,ADANIPORTS,375.85,379.35,370.3,375.15,4065424,-0.19
2020-11-24,ADANIPORTS,378.0,402.0,376.0,392.25,19485370,4.56
2020-11-25,ADANIPORTS,396.3,404.7,384.4,398.95,18238080,1.71
2020-11-26,ADANIPORTS,400.8,413.0,395.65,410.15,12856261,2.81
2020-11-27,ADANIPORTS,411.0,416.0,408.2,411.55,10593353,0.34
2020-12-01,ADANIPORTS,415.0,426.0,412.0,423.8,9170159,2.98
2020-12-02,ADANIPORTS,424.9,442.0,420.35,438.2,13049398,3.4
2020-12-03,ADANIPORTS,442.0,444.5,433.05,435.8,10810399,-0.55
2020-12-04,ADANIPORTS,439.7,458.3,439.0,453.7,10271034,4.11
2020-12-07,ADANIPORTS,461.0,474.9,459.0,471.5,16140936,3.92
2020-12-08,ADANIPORTS,472.7,474.7,457.55,463.35,9218366,-1.73
2020-12-09,ADANIPORTS,467.65,469.9,458.15,463.9,5811412,0.12
2020-12-10,ADANIPORTS,463.9,474.1,457.0,471.0,4785102,1.53
2020-12-11,ADANIPORTS,471.75,475.0,462.7,466.3,4922448,-1.0
2020-12-14,ADANIPORTS,468.6,472.45,463.1,467.0,5943652,0.15
2020-12-15,ADANIPORTS,469.5,479.65,461.45,475.75,10973876,1.87
2020-12-16,ADANIPORTS,480.0,480.45,473.15,475.55,5452263,-0.04
2020-12-17,ADANIPORTS,478.0,478.8,465.55,467.75,6757703,-1.64
2020-12-18,ADANIPORTS,467.75,472.95,458.5,463.3,5980780,-0.95
2020-12-21,ADANIPORTS,459.0,467.0,427.2,444.25,8223842,-4.11
2020-12-22,ADANIPORTS,444.25,470.5,435.0,468.65,9462053,5.49
2020-12-23,ADANIPORTS,467.15,476.7,462.5,470.75,7943560,0.45
2020-12-24,ADANIPORTS,474.9,482.9,466.0,478.55,7679078,1.66
2020-12-28,ADANIPORTS,480.0,492.95,480.0,483.55,8372924,1.04
2020-12-29,ADANIPORTS,485.0,489.85,478.2,483.4,5866837,-0.03
2020-12-30,ADANIPORTS,484.0,487.6,478.15,485.4,3736356,0.41
2020-12-31,ADANIPORTS,485.4,490.8,480.25,483.75,4386328,-0.34
2021-01-01,ADANIPORTS,485.0,508.0,482.55,503.85,7815730,4.16
2021-01-04,ADANIPORTS,507.0,510.9,495.2,498.9,9998803,-0.98
2021-01-05,ADANIPORTS,498.9,504.5,492.0,499.45,5135408,0.11
2021-01-06,ADANIPORTS,501.8,504.95,489.5,496.8,5203982,-0.53
2021-01-07,ADANIPORTS,500.1,520.9,499.5,513.85,10295126,3.43
2021-01-08,ADANIPORTS,520.0,527.35,514.5,517.0,7272250,0.61
2021-01-11,ADANIPORTS,520.45,522.5,504.0,508.35,7156036,-1.67
2021-01-12,ADANIPORTS,507.0,520.65,502.55,511.25,6751375,0.57
2021-01-13,ADANIPORTS,515.9,540.0,514.6,536.65,11045555,4.97
2021-01-14,ADANIPORTS,537.95,542.45,530.1,536.95,6066782,0.06
2021-01-15,ADANIPORTS,536.8,541.0,524.0,527.95,5427713,-1.68
2021-01-18,ADANIPORTS,531.0,532.3,503.8,515.5,6258367,-2.36
2021-01-19,ADANIPORTS,516.0,535.0,516.0,532.8,6694907,3.36
2021-01-20,ADANIPORTS,529.0,562.5,529.0,558.6,14440729,4.84
2021-01-21,ADANIPORTS,561.85,561.85,542.65,547.65,8870257,-1.96
2021-01-22,ADANIPORTS,549.5,557.5,531.7,535.8,6843849,-2.16
2021-01-25,ADANIPORTS,543.0,547.45,522.0,523.65,5816153,-2.27
2021-01-27,ADANIPORTS,528.25,536.0,512.5,518.85,8920054,-0.92
2021-01-28,ADANIPORTS,515.7,527.95,507.05,519.1,5707393,0.05
2021-01-29,ADANIPORTS,527.55,533.1,507.1,509.7,6781488,-1.81
2021-02-01,ADANIPORTS,514.3,545.45,500.1,542.75,10259084,6.48
2021-02-02,ADANIPORTS,548.7,554.85,540.0,550.8,7160471,1.48
2021-02-03,ADANIPORTS,549.55,562.3,542.0,560.1,7462289,1.69
2021-02-04,ADANIPORTS,557.9,573.4,554.05,568.4,6850462,1.48
2021-02-05,ADANIPORTS,571.0,573.95,561.65,566.95,5586868,-0.26
2021-02-08,ADANIPORTS,572.15,594.0,571.1,582.05,8887710,2.66
2021-02-09,ADANIPORTS,589.65,589.8,573.2,581.95,10917915,-0.02
2021-02-10,ADANIPORTS,584.75,587.0,550.5,576.85,19987392,-0.88
2021-02-11,ADANIPORTS,576.85,593.7,576.3,591.85,10595917,2.6
2021-02-12,ADANIPORTS,592.3,621.65,586.1,616.6,24953700,4.18
2021-02-15,ADANIPORTS,617.95,639.9,610.8,627.75,15146033,1.81
2021-02-16,ADANIPORTS,629.8,643.5,628.05,636.55,15120148,1.4
2021-02-17,ADANIPORTS,658.0,670.0,646.9,655.75,34868084,3.02
2021-02-18,ADANIPORTS,660.8,670.0,649.05,664.05,13189027,1.27
2021-02-19,ADANIPORTS,664.95,676.65,628.65,653.5,17553744,-1.59
2021-02-22,ADANIPORTS,658.8,678.5,649.0,673.8,16739107,3.11
2021-02-23,ADANIPORTS,680.0,682.7,659.25,662.0,11247164,-1.75
2021-02-24,ADANIPORTS,666.7,671.0,653.4,665.2,3919187,0.48
2021-02-25,ADANIPORTS,669.4,711.35,667.15,704.3,18596690,5.88
2021-02-26,ADANIPORTS,697.1,703.45,668.0,675.9,19909990,-4.03
2021-03-01,ADANIPORTS,684.6,704.65,673.3,692.9,11600468,2.52
2021-03-02,ADANIPORTS,697.6,724.7,696.0,720.5,11486477,3.98
2021-03-03,ADANIPORTS,732.0,754.95,723.4,729.85,19961472,1.3
2021-03-04,ADANIPORTS,733.25,765.7,715.85,752.45,30607960,3.1
2021-03-05,ADANIPORTS,752.45,761.0,730.5,748.95,17665200,-0.47
2021-03-08,ADANIPORTS,762.7,767.8,744.2,748.4,15286852,-0.07
2021-03-09,ADANIPORTS,755.55,759.4,738.65,750.75,8548163,0.31
2021-03-10,ADANIPORTS,757.5,759.1,743.0,745.35,5235249,-0.72
2021-03-12,ADANIPORTS,749.0,752.1,723.0,728.15,10961076,-2.31
2021-03-15,ADANIPORTS,727.8,727.8,706.05,719.05,13403595,-1.25
2021-03-16,ADANIPORTS,731.4,735.7,714.25,717.35,14979009,-0.24
2021-03-17,ADANIPORTS,715.0,716.95,683.8,688.25,8151544,-4.06
2021-03-18,ADANIPORTS,695.0,705.5,675.4,679.65,10925357,-1.25
2021-03-19,ADANIPORTS,677.4,691.5,657.1,686.25,10373422,0.97
2021-03-22,ADANIPORTS,686.0,726.25,681.0,721.9,22864950,5.19
2021-03-23,ADANIPORTS,730.25,755.0,727.1,738.55,30612174,2.31
2021-03-24,ADANIPORTS,741.0,750.5,697.65,706.85,21213412,-4.29
2021-03-25,ADANIPORTS,711.0,712.35,683.15,688.25,16860086,-2.63
2021-03-26,ADANIPORTS,698.0,710.7,692.6,703.05,12350673,2.15
2021-03-30,ADANIPORTS,703.05,718.0,697.3,710.55,9109505,1.07
2021-03-31,ADANIPORTS,705.0,719.9,698.6,702.4,7752226,-1.15
2021-04-01,ADANIPORTS,713.5,742.0,705.0,736.25,15017049,4.82
2021-04-05,ADANIPORTS,731.75,745.0,715.0,742.25,15622924,0.81
2021-04-06,ADANIPORTS,756.0,852.7,743.0,835.55,64555516,12.57
2021-04-07,ADANIPORTS,857.0,885.0,795.0,814.75,97717880,-2.49
2021-04-08,ADANIPORTS,818.0,838.0,806.0,823.0,34025872,1.01
2021-04-09,ADANIPORTS,824.75,837.0,817.05,823.6,21804784,0.07
2021-04-12,ADANIPORTS,809.9,809.9,735.0,744.65,28112240,-9.59
2021-04-13,ADANIPORTS,750.0,755.75,701.35,731.05,52812516,-1.83
2021-04-15,ADANIPORTS,735.9,754.5,725.0,750.35,26108614,2.64
2021-04-16,ADANIPORTS,750.9,794.85,743.0,755.5,41791180,0.69
2021-04-19,ADANIPORTS,715.0,730.9,707.45,720.95,22935238,-4.57
2021-04-20,ADANIPORTS,744.7,745.9,710.0,720.45,21315168,-0.07
2021-04-22,ADANIPORTS,689.5,744.9,689.5,737.8,26840536,2.41
2021-04-23,ADANIPORTS,736.45,746.9,720.1,725.35,18435448,-1.69
2021-04-26,ADANIPORTS,733.0,739.65,728.9,730.75,9390549,0.74
2021-04-27,ADANIPORTS,735.0,757.5,727.35,749.15,20573108,2.52
2021-04-28,ADANIPORTS,755.0,760.0,741.1,746.25,11156977,-0.39
2021-04-29,ADANIPORTS,753.2,765.85,743.4,746.75,13851910,0.07
2021-04-30,ADANIPORTS,739.0,759.45,724.5,730.05,12600934,-2.24
2021-05-03,ADANIPORTS,727.65,764.0,713.75,761.4,25953576,4.29
2021-05-04,ADANIPORTS,779.85,782.0,760.05,768.75,31400296,0.97
2021-05-05,ADANIPORTS,772.0,774.8,732.7,738.1,29426972,-3.99
2021-05-06,ADANIPORTS,745.0,753.7,735.6,740.8,11926793,0.37
2021-05-07,ADANIPORTS,747.7,778.0,745.25,767.75,20782116,3.64
2021-05-10,ADANIPORTS,774.4,779.5,762.45,765.45,9201326,-0.3
2021-05-11,ADANIPORTS,751.0,789.7,750.35,762.65,12978165,-0.37
2021-05-12,ADANIPORTS,763.0,772.8,747.7,751.6,10615003,-1.45
2021-05-14,ADANIPORTS,757.9,758.65,727.5,733.55,10876267,-2.4
2021-05-17,ADANIPORTS,740.0,760.0,737.0,754.2,12271212,2.82
2021-05-18,ADANIPORTS,765.0,780.0,757.1,775.9,9877934,2.88
2021-05-19,ADANIPORTS,784.0,791.9,769.3,772.4,15666729,-0.45
2021-05-20,ADANIPORTS,776.5,779.5,761.05,765.7,6964023,-0.87
2021-05-21,ADANIPORTS,772.0,775.25,766.65,769.2,5274817,0.46
2021-05-24,ADANIPORTS,769.7,779.9,746.6,766.55,8354397,-0.34
2021-05-25,ADANIPORTS,773.0,776.7,759.0,764.0,4730725,-0.33
2021-05-26,ADANIPORTS,767.85,769.9,757.0,758.3,7375242,-0.75
2021-05-27,ADANIPORTS,758.3,765.0,749.45,751.4,7909776,-0.91
2021-05-28,ADANIPORTS,755.0,784.9,754.0,776.15,13623565,3.29
2021-05-31,ADANIPORTS,779.95,779.95,761.7,769.55,7820165,-0.85
2021-06-01,ADANIPORTS,773.1,801.8,764.3,798.2,17847136,3.72
2021-06-02,ADANIPORTS,802.95,824.0,802.95,811.5,27748928,1.67
2021-06-03,ADANIPORTS,818.85,849.0,810.7,825.3,24105080,1.7
2021-06-04,ADANIPORTS,830.8,841.95,823.0,833.85,14457348,1.04
2021-06-07,ADANIPORTS,837.4,898.8,835.65,878.6,33684312,5.37
2021-06-08,ADANIPORTS,883.4,887.8,859.15,874.2,16422574,-0.5
2021-06-09,ADANIPORTS,879.25,901.0,831.3,852.6,31225440,-2.47
2021-06-10,ADANIPORTS,858.55,863.95,843.3,846.75,11744190,-0.69
2021-06-11,ADANIPORTS,852.0,856.4,820.7,839.75,17460610,-0.83
2021-06-14,ADANIPORTS,755.8,783.7,681.1,768.45,89771632,-8.49
2021-06-15,ADANIPORTS,802.9,802.9,755.0,761.85,45408424,-0.86
2021-06-16,ADANIPORTS,755.0,755.0,697.8,706.7,29440056,-7.24
2021-06-17,ADANIPORTS,683.0,704.65,638.35,646.9,70812144,-8.46
2021-06-18,ADANIPORTS,643.2,704.6,638.1,694.35,76266976,7.33
2021-06-21,ADANIPORTS,692.0,744.65,685.1,731.05,51759616,5.29
2021-06-22,ADANIPORTS,740.0,761.65,738.0,742.9,35597112,1.62
2021-06-23,ADANIPORTS,749.0,757.0,715.5,718.7,31168760,-3.26
2021-06-24,ADANIPORTS,724.0,725.0,701.7,709.9,21503302,-1.22
